title,tags,url,time,label
petrobras petr4 recebe propostas vinculantes quatro refinarias,"['PETR3', 'Petrobras (PETR4)', 'Petróleo', 'Refinarias']",https://www.suno.com.br/noticias/petrobras-petr4-propostas-refinarias/,11:59:00,1
petrobras pode expandir areas vizinha guiana afirma ceo estatal,"['Ações', 'América Latina', 'Brasil', 'CEOs', 'Commodities', 'Empresas', 'Guiana', 'Internacional', 'Petrobras', 'Petróleo', 'Roberto Castello Branco']",https://www.moneytimes.com.br/petrobras-pode-expandir-para-areas-ate-a-vizinha-guiana-afirma-ceo-da-estatal/,12:30:00,1
veja <NUM> principais noticias operar bolsa nesta quinta,"['Ações', 'Andrés Manuel López Obrador', 'Ásia', 'Aviação', 'Azul', 'Banco Inter', 'Bancos', 'Bolsa de Valores', 'Brasil', 'Braskem', 'Brexit', 'Carteira Recomendada', 'China', 'Commodities', 'Coronavac', 'Coronavírus', 'Donald Trump', 'Economia', 'EUA', 'Europa', 'França', 'Fundos Imobiliários', 'Gás', 'Guerra Comercial', 'Instituto Butantan', 'Internacional', 'Investimentos', 'Latam', 'Mercados', 'México', 'Nyse', 'Ofertas de ações', 'Petrobras', 'Petroquímico', 'PIB', 'Política', 'Reino Unido', 'São Paulo', 'Saúde', 'Setor Aéreo', 'Setor Imobiliário', 'União Europeia', 'Vacinas', 'XP Inc']",https://www.moneytimes.com.br/veja-as-11-principais-noticias-para-operar-na-bolsa-nesta-quinta-feira-19/,09:34:00,1
presidente petrobras defende fim regime partilha,"['Agência Brasil', 'Empresas', 'Petrobras', 'Petróleo', 'Pré-Sal', 'Roberto Castello Branco']",https://www.moneytimes.com.br/presidente-da-petrobras-defende-fim-do-regime-de-partilha/,16:39:00,1
vale crava recorde lucro america latina rentabilidade brasileiras cresce,"['Ações', 'América Latina', 'Bancos', 'Economatica', 'Economia', 'Empresas', 'Gás', 'Indústria', 'Instagram', 'Mineração', 'Petrobras', 'Petróleo', 'PIB', 'Recessão', 'Resultados', 'Serviços', 'Siderurgia', 'Transportes', 'Vale']",https://www.moneytimes.com.br/vale-crava-recorde-de-lucro-na-america-latina-e-rentabilidade-de-brasileiras-cresce/,13:17:00,1
ibovespa atinge maior serie ganhos semanais ano mira <NUM> mil pontos,"['Azul', 'Carrefour', 'Coronavírus', 'CVC Brasil', 'Embraer', 'Gol', 'Ibovespa', 'Instagram', 'Klabin', 'Mercados', 'Petrobras', 'PetroRio', 'Raia Drogasil', 'Reuters', 'Suzano', 'Vale']",https://www.moneytimes.com.br/ibovespa-fecha-em-alta-e-acumula-maior-serie-completa-de-ganhos-semanais-no-ano/,18:09:00,1
refinaria landulpho alves petrobras praticamente vendida mubadala,"['Ações', 'Ágora Investimentos', 'Câmara dos Deputados', 'Combustíveis', 'Comprar ou vender?', 'Diesel', 'Emirados Árabes Unidos', 'Empresas', 'Gasolina', 'Mercados', 'Mubadala', 'Petrobras', 'Privatização', 'STF']",https://www.moneytimes.com.br/refinaria-landulpho-alves-da-petrobras-esta-praticamente-vendida-ao-mubadala/,15:30:00,1
policia rio combate quadrilha rouba combustivel petrobras,"['Agência Brasil', 'Combustíveis', 'Crime', 'Empresas', 'Estados', 'Petrobras', 'Polícia Civil', 'Rio de Janeiro']",https://www.moneytimes.com.br/policia-do-rio-combate-quadrilha-que-rouba-combustivel-da-petrobras/,10:53:00,1
petrobras confirma ofertas 3r petroleum eneva polo urucu,"['3R Petroleum', 'Empresas', 'Eneva', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-confirma-ofertas-da-3r-petroleum-e-da-eneva-por-polo-urucu/,10:10:00,1
3r rrrp3 confirma interesse urucu petrobras petr4,"['3R Petroleum (RRRP3)', 'Eneva (ENEV3)', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/3r-rrrp3-urucu-petrobras-eneva/,12:03:00,1
petrobras diz aprovou nova rodada ofertas vinculantes polo urucu,"['3R Petroleum', 'Ações', 'Commodities', 'Empresas', 'Eneva', 'Mercados', 'Petrobras', 'Petróleo', 'Privatização', 'Reuters']",https://www.moneytimes.com.br/petrobras-diz-que-aprovou-nova-rodada-de-ofertas-vinculantes-por-polo-urucu/,10:39:00,0
petrobras petr4 realizara nova rodada ofertas polo urucu,"['3R Petroleum (RRRP3)', 'Eneva (ENEV3)', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-petr3-polo-urucu/,11:27:00,0
ibovespa sofre realizacao lucros perde patamar <NUM> mil pontos,"['Ibovespa', 'Mercados', 'Petrobras', 'Petróleo', 'Reuters', 'S&P 500']",https://www.moneytimes.com.br/ibovespa-sofre-com-realizacao-de-lucros-e-perde-patamar-de-114-mil-pontos/,17:39:00,0
exxon prepara perfuracao brasil aposta aguas profundas,"['Brasil', 'Commodities', 'Exxon Mobil', 'Internacional', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/exxon-prepara-perfuracao-no-brasil-com-aposta-em-aguas-profundas/,15:36:00,0
ibovespa retoma sinal positivo guiado brf acoes bancos,"['Ações', 'B2W', 'Banco do Brasil', 'Bradesco', 'BRF', 'CSN', 'Eletrobras', 'Ibovespa', 'Itaú Unibanco', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Santander', 'Suzano', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-retoma-sinal-positivo-guiado-por-brf-e-acoes-de-bancos/,12:59:00,0
ibovespa fecha quase estavel apos sobemenos emenos desce brf avanca,"['B2W', 'Bradesco', 'BRF', 'BTG Pactual', 'Eletrobras', 'Embraer', 'Ibovespa', 'Itaú Unibanco', 'Klabin', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Reuters', 'Suzano', 'Usiminas', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-fecha-quase-estavel-apos-sobe-e-desce-brf-avanca/,18:08:00,0
ibovespa fecha queda realizacao lucros,"['Banco do Brasil', 'Bradesco', 'Credit Suisse', 'Eztec', 'Ibovespa', 'Itaú Unibanco', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Reuters', 'Santander', 'Taurus Armas', 'Telefônica', 'Usiminas', 'Vale', 'Wall Street']",https://www.moneytimes.com.br/ibovespa-fecha-em-queda-com-realizacao-de-lucros/,18:12:00,1
tim gol petrobras zaga acoes viram jogadores selecao btg pactual veja,"['Ações', 'América Latina', 'B3', 'BTG Pactual', 'Carteira Recomendada', 'Comprar ou vender?', 'Empresas', 'Gerdau', 'Instagram', 'Investimentos', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Renda Variável', 'TIM Brasil', 'Vale']",https://www.moneytimes.com.br/tim-no-gol-petrobras-na-zaga-acoes-viram-jogadores-na-selecao-do-btg-pactual/,17:58:00,1
petrobras fecha contrato <NUM> milhoes fornecer gas furnas,"['Ações', 'Combustíveis', 'Eletrobras', 'Empresas', 'Energia Elétrica', 'Furnas', 'Gás', 'Mercados', 'Petrobras', 'Rio de Janeiro', 'Setor Elétrico']",https://www.moneytimes.com.br/petrobras-fecha-contrato-de-r-148-milhoes-para-fornecer-gas-a-furnas/,14:55:00,1
cfo petrobras petr4 mulheres poderosas mundo,"['Forbes', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/brasileira-mulheres-mais-poderosas-mundo-2020/,09:58:00,1
diretor governanca conformidade petrobras petr4 fara parte conselho nacional justica,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/diretor-petrobras-petr4-conselho-nacional-justica/,16:34:00,1
ibovespa opera leve queda aguardar destino selic eztec sobe <NUM> cento,"['Ações', 'B2W', 'Bradesco', 'Copom', 'Coronavírus', 'CSN', 'Cyrela', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'Magazine Luiza', 'Mercados', 'NotreDame', 'Petrobras', 'Reuters', 'Taxa Selic', 'Usiminas', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-opera-sem-direcao-definida-a-espera-do-copom/,12:39:00,1
descubra <NUM> acoes pagarao dividendos <NUM> deixando selic chinelo,"['Ações', 'AES Tietê', 'Ambev', 'Banco do Brasil', 'BB Seguridade', 'Bradesco', 'Cemig', 'Cesp', 'Cielo', 'Comprar ou vender?', 'Copasa', 'Copel', 'Corretoras', 'Dividendos', 'Empresas', 'Energias do Brasil', 'Engie Brasil', 'Instagram', 'Itaú Unibanco', 'Juros', 'Perspectivas 2021', 'Petrobras', 'Porto Seguro', 'Renda Variável', 'Sabesp', 'Sanepar', 'Santander', 'Taxa Selic', 'SulAmérica', 'Taesa', 'Tenda', 'Transmissão Paulista', 'Ultrapar', 'Vale', 'XP Investimentos']",https://www.moneytimes.com.br/descubra-25-acoes-que-pagarao-mais-dividendos-em-2021-deixando-selic-no-chinelo/,10:06:00,1
ibovespa fecha acima <NUM> mil pontos renova maximas desde fevereiro,"['B2W', 'Banco do Brasil', 'Bradesco', 'BTG Pactual', 'CSN', 'Ibovespa', 'Itaú Unibanco', 'Klabin', 'Magazine Luiza', 'Mercados', 'Petrobras', 'PetroRio', ""Rede D'Or"", 'Reuters', 'SulAmérica', 'Suzano', 'Vale', 'Via Varejo', 'Wall Street']",https://www.moneytimes.com.br/ibovespa-fecha-acima-de-115-mil-pontos-e-renova-maximas-desde-fevereiro/,18:10:00,1
petrobras petr4 conclui venda campos terrestres bacia tucano,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-petr3-venda-campos-terrestres/,12:27:00,1
ibovespa sobe apetite risco selic baixa csn rede dor destacam,"['Ações', 'B2W', 'Banco do Brasil', 'Bradesco', 'BTG Pactual', 'Copom', 'Coronavírus', 'CSN', 'Hering', 'Ibovespa', 'IPO', 'Itaú Unibanco', 'Lojas Renner', 'Magazine Luiza', 'Mercados', 'Natura', 'Petrobras', ""Rede D'Or"", 'Reuters', 'Santander', 'Taxa Selic', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-sobe-na-abertura-com-exterior-no-radar/,12:18:00,1
magazine luiza acao favorita investidores novembro veja top <NUM>,"['Ações', 'B3', 'Banco do Brasil', 'Bradesco', 'BTG Pactual', 'Colunistas', 'Comprar ou vender?', 'Empresas', 'ETF', 'Instagram', 'Itaúsa', 'Magazine Luiza', 'Mercados', 'Petrobras', 'SmartBrain', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/magazine-luiza-foi-a-acao-favorita-dos-investidores-em-novembro-veja-as-top-10/,13:31:00,1
com timida realizacao lucros ibovespa caminha nova alta semanal,"['Ações', 'Banco do Brasil', 'Bradesco', 'Cielo', 'CSN', 'Eletrobras', 'Ibovespa', 'Itaú Unibanco', 'Mercados', 'Petrobras', 'PetroRio', 'Reuters', 'Vale']",https://www.moneytimes.com.br/bolsa-realiza-lucros-apos-indice-superar-115-mil-pontos/,12:16:00,1
mpf processa maersk exmenos funcionarios petrobras achados lava jato,"['Empresas', 'Lava Jato', 'MPF', 'Paraná', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/mpf-processa-maersk-e-ex-funcionarios-da-petrobras-por-achados-da-lava-jato/,13:25:00,1
ibovespa acumula maior serie ganhos semanais desde comeco <NUM>,"['Banco do Brasil', 'Bradesco', 'Brasil', 'BTG Pactual', 'Coronavírus', 'Cosan', 'CSN', 'Eletrobras', 'Ibovespa', 'Itaú Unibanco', 'Mercados', 'Petrobras', 'Reuters', 'Suzano', 'Vale']",https://www.moneytimes.com.br/ibovespa-fecha-estavel-mas-acumula-maior-serie-de-ganho-semanal-desde-comeco-de-2019/,18:10:00,1
petrobras petr4 pagara dividendos proxima terca,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-dividendos-petr3/,11:39:00,1
ibovespa indice sobe zera perdas ano expectativas sobre vacinas contra covidmenos <NUM>,"['Ações', 'Coronavírus', 'Ibovespa', 'Mercados', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/ibovespa-indice-sobe-e-zera-perdas-do-ano-com-expectativas-sobre-vacinas-contra-covid-19/,10:24:00,0
abiove reage petrobras diz diesel verde pode quebrar produtores biodiesel,"['Abiove', 'Ações', 'Biocombustível', 'Biodiesel', 'Combustíveis', 'Empresas', 'Mercados', 'Petrobras', 'Reuters', 'Sustentabilidade']",https://www.moneytimes.com.br/abiove-reage-a-petrobras-e-diz-que-diesel-verde-pode-quebrar-produtores-de-biodiesel/,13:09:00,0
eneva planeja pagar caixa compra novos pocos petrobras,"['Ações', 'Energia Elétrica', 'Eneva', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/eneva-planeja-pagar-com-caixa-compra-de-novos-pocos-da-petrobras/,15:29:00,0
bndes quer reduzir minimo participacao mercado acoes diz montezano,"['Ações', 'BNDES', 'Economia', 'Empresas', 'Gustavo Montezano', 'Mercados', 'Petrobras', 'Política', 'Suzano', 'Vale']",https://www.moneytimes.com.br/bndes-quer-reduzir-ao-minimo-participacao-no-mercado-de-acoes-diz-montezano/,16:18:00,0
petrobras inicia fase naomenos vinculante venda polo marlim,"['desinvestimentos', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-fase-nao-vinculante-polo-marlim/,10:41:00,0
ibovespa fecha queda realizacao lucros segue vermelho <NUM>,"['B2W', 'Bolsa', 'Bradesco', 'BTG Pactual', 'Cogna', 'CSN', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Reuters', 'Usiminas', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-fecha-em-queda-com-realizacao-de-lucros-e-segue-no-vermelho-em-2020/,18:11:00,0
ibovespa supera <NUM> mil pontos reverte perdas <NUM>,"['Bradesco', 'Claro', 'Cogna', 'Cosan', 'CSN', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'Mercados', 'Oi', 'Petrobras', 'Reuters', 'TIM Brasil', 'Vale', 'Vivo', 'Wall Street']",https://www.moneytimes.com.br/ibovespa-supera-116-mil-pontos-e-reverte-perdas-em-2020/,16:06:00,1
petrobras eleva diesel <NUM> cento gasolina <NUM> cento partir quarta,"['Combustíveis', 'Diesel', 'Gasolina', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/petrobras-eleva-diesel-em-4-e-gasolina-em-3-a-partir-de-quarta-feira/,16:38:00,1
ibovespa fecha acima <NUM> mil pontos reverte perdas <NUM>,"['BTG Pactual', 'Cogna', 'Cosan', 'CSN', 'EUA', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'Lojas Americanas', 'Mercado Livre', 'Mercados', 'Oi', 'Petrobras', 'Reuters', 'TIM Brasil', 'Usiminas', 'Vale', 'Vivo']",https://www.moneytimes.com.br/ibovespa-fecha-acima-de-116-mil-pontos-e-reverte-perdas-em-2020/,18:09:00,1
investigacao criminal brasil foca atuais executivos trafigura,"['Combustíveis', 'Coronavírus', 'EUA', 'Justiça', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/investigacao-criminal-do-brasil-foca-atuais-executivos-da-trafigura-2/,18:14:00,1
andrea marques almeida primeira mulher cfo petrobras petr4 no comeco investir dificil,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/andrea-marques-almeida-primeira-mulher-cfo-petrobras-petr4/,12:13:00,1
investigacao criminal brasil foca atuais executivos trafigura,"['Commodities', 'Empresas', 'Justiça', 'Petrobras', 'Petróleo', 'Reuters', 'Vitol']",https://www.moneytimes.com.br/investigacao-criminal-do-brasil-foca-atuais-executivos-da-trafigura/,09:49:00,1
braskem brkm5 odebrecht retomara processo venda diz jornal,"['Braskem (BRKM3/BRKM5/BRKM6)', 'Odebrecht', 'Petrobras (PETR4)', 'recuperação judicial']",https://www.suno.com.br/noticias/braskem-odebretch-processo-venda/,11:49:00,1
ibovespa fecha alta flerta <NUM> mil pontos <NUM> vez desde janeiro,"['Azul', 'B3', 'Bradesco', 'Brasil', 'Braskem', 'Eletrobras', 'Federal Reserve', 'Gol', 'Ibovespa', 'Itaú Unibanco', 'JBS', 'Marfrig', 'Mercados', 'Minerva', 'Petrobras', 'Reuters', 'Vale']",https://www.moneytimes.com.br/ibovespa-fecha-em-alta-e-flerta-com-118-mil-pontos-pela-1a-vez-desde-janeiro/,18:12:00,1
ibovespa fecha acima <NUM> mil pontos aproxima marca historica,"['Ações', 'B2W', 'B3', 'Bradesco', 'Braskem', 'Coronavírus', 'Cosan', 'CSN', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'Magazine Luiza', 'Mercados', 'Petrobras', 'PetroRio', 'Reuters', 'Ultrapar', 'Usiminas', 'Vale', 'Via Varejo', 'Weg']",https://www.moneytimes.com.br/ibovespa-fecha-acima-de-118-mil-pontos-e-se-aproxima-de-marca-historica/,18:07:00,0
ibovespa opera alta caminho maior serie altas semanais desde <NUM>,"['Ações', 'Ágora Investimentos', 'Azul', 'Bradesco', 'BRF', 'CVC Brasil', 'Gerdau', 'Gol', 'Ibovespa', 'Itaú BBA', 'Itaú Unibanco', 'JBS', 'Klabin', 'Marfrig', 'Mercados', 'Minerva', 'Petrobras', 'Reuters', 'Usiminas', 'Vale']",https://www.moneytimes.com.br/ibovespa-abre-estavel-e-a-caminho-de-maior-serie-de-altas-semanais-desde-2017/,11:39:00,0
anp aprova acerto sobre excedente sepia atapu reduz incerteza leilao,"['ANP', 'Commodities', 'Petrobras', 'Petróleo', 'Pré-Sal', 'Reuters']",https://www.moneytimes.com.br/anp-aprova-acerto-sobre-excedente-de-sepia-e-atapu-e-reduz-incerteza-para-leilao/,13:16:00,0
petrobras petr4 vende fatia bsbios <NUM> milhoes,"['Biocombustíveis', 'desinvestimentos', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-vende-fatia-bsbios-319-milhoes/,09:47:00,0
3r petroleum compra <NUM> campos terrestres petrobras bahia,"['3R Petroleum', 'Ações', 'Combustíveis', 'Commodities', 'Empresas', 'Fusões & Aquisições', 'Gás', 'Mercados', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/3r-petroleum-compra-14-campos-terrestres-da-petrobras-na-bahia/,10:10:00,0
petrobras petr4 recebe supercomputador reduzir riscos operacionais,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-supercomputador-riscos-operacionais/,16:54:00,0
petrobras petr4 encontra oleo poco premenos sal bacia santos,"['PETR3', 'Petrobras (PETR4)', 'pré-sal']",https://www.suno.com.br/noticias/petrobras-petr4-petroloe-pre-sal/,10:00:00,1
grupo itausa copagaz paga <NUM> bi petrobras conclui compra liquigas,"['Economia', 'Empresas', 'Gás', 'Itaúsa', 'Liquigás', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/grupo-com-itausa-e-copagaz-paga-r-4-bi-a-petrobras-e-conclui-compra-da-liquigas/,15:39:00,1
petrobras fecha escritorio londres meio corte despesas corporativas,"['CVM', 'Empresas', 'Internacional', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-fecha-escritorio-em-londres-em-meio-a-corte-de-despesas-corporativas/,10:04:00,1
petrobras petr4 inicia venda gasoduto bolivia fecha escritorio londres,"['desinvestimentos', 'gás natural', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-vende-gasodutos-deixa-londres/,10:02:00,1
petrobras fecha <NUM> <NUM> bilhoes caixa desinvestimentos,"['Economia', 'Empresas', 'Gás', 'Liquigás', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-ve-entrada-de-us-2-bi-em-caixa-com-desinvestimentos-em-2020-diz-gerente/,17:44:00,1
apos queda exagerada via varejo vira aposta mirae ultima semana <NUM>,"['Ações', 'Banco do Brasil', 'Bradesco', 'Carteira Recomendada', 'Comprar ou vender?', 'Corretoras', 'Cosan', 'Gerdau', 'Klabin', 'Magazine Luiza', 'Mirae Asset', 'Petrobras', 'Randon', 'Usiminas', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/apos-queda-exagerada-via-varejo-vira-aposta-da-mirae-na-ultima-semana-de-2020/,10:08:00,0
petrobras petr4 aumenta preco gasolina <NUM> cento diesel sobe <NUM> cento,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/petrobras-aumento-gasolina-diesel/,16:56:00,0
ibovespa fecha maxima desde recorde janeiro,"['Alibaba', 'Banco do Brasil', 'Bradesco', 'Cielo', 'CMN', 'CSN', 'EUA', 'Ibovespa', 'IRB', 'Itaú Unibanco', 'Mercados', 'Petrobras', 'Qualicorp', 'Reuters', 'Usiminas', 'Vale']",https://www.moneytimes.com.br/ibovespa-fecha-acima-de-119-mil-pontos-pela-1a-vez-desde-recorde-de-janeiro/,18:13:00,0
brasilcom pede cade suspensao temporaria venda refinarias petrobras,"['Cade', 'Combustíveis', 'Empresas', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/brasilcom-pede-ao-cade-suspensao-temporaria-da-venda-de-refinarias-da-petrobras/,13:50:00,0
<NUM> acoes promissoras <NUM> segundo analistas banco inter,"['Ações', 'Aliansce', 'Alupar', 'Banco do Brasil', 'Banco Inter', 'BB Seguridade', 'Bradesco', 'Comprar ou vender?', 'CSN', 'Dimed', 'Ecorodovias', 'Empresas', 'Eztec', 'Gerdau', 'Instagram', 'Inter Research', 'Klabin', 'Lojas Renner', 'Mercados', 'Movida', 'Ômega Energia Renovável', 'Panvel', 'Perspectivas 2021', 'Petrobras', 'Sanepar', 'Sinqia', 'TIM Brasil', 'Vale', 'Yduqs']",https://www.moneytimes.com.br/20-acoes-promissoras-para-2021-segundo-os-analistas-do-banco-inter/,16:57:00,0
ibovespa avanca exterior favoravel irb salta cerca <NUM> cento,"['3R Petroleum', 'Ações', 'Alibaba', 'Bradesco', 'CSN', 'Gerdau', 'IRB', 'Itaú Unibanco', 'Magazine Luiza', 'Ofertas de ações', 'Petrobras', 'PetroRio', 'Reuters', 'Usiminas', 'Vale']",https://www.moneytimes.com.br/ibovespa-avanca-com-exterior-favoravel-irb-salta-cerca-de-8/,12:39:00,0
gasolina cara mexe etanol fabrica semana liquidez,"['Agronegócio', 'Biocombustível', 'Cepea', 'Etanol', 'Gasolina', 'Petrobras']",https://www.moneytimes.com.br/gasolina-mais-cara-nao-mexe-com-etanol-na-fabrica-em-semana-sem-liquidez/,17:04:00,0
petrobras petr4 pede <NUM> milhoes indenizacao odebrecht,"['Braskem (BRKM3/BRKM5/BRKM6)', 'Odebrecht', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-indenizacao-odebrecht/,10:26:00,0
<NUM> melhores acoes <NUM> incluem oi oibr3 magazine luiza mglu3 diz btg,"['B3 (B3SA3)', 'Magazine Luiza (MGLU3)', 'Oi (OIBR3/OIBR4)', 'Petrobras (PETR4)', 'Vale (VALE3)']",https://www.suno.com.br/noticias/oi-oibr3-magazine-luiza-mlgu3-entre-melhores-acoes-para-2021-btg/,14:29:00,0
ibovespa fecha alta novo recorde intradia deve encerrar <NUM> terreno positivo,"['B3', 'BR Malls', 'Bradesco', 'CCR', 'CSN', 'Ecorodovias', 'Gerdau', 'Ibovespa', 'Iguatemi', 'IPO', 'Itaú Unibanco', 'Mercados', 'Multiplan', 'Petrobras', 'PetroRio', 'Reuters', 'Sabesp', 'Usiminas', 'Vale']",https://www.moneytimes.com.br/ibovespa-fecha-em-alta-com-novo-recorde-intradia/,18:10:00,0
petrobras petr4 recebe <NUM> milhoes acordo leniencia vitol,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/petrobras-petr4-acordo-leniencia-vitol/,10:40:00,0
agora inclui duas novas acoes carteira recomendada janeiro,"['Ações', 'Ágora Investimentos', 'B3', 'Carteira Recomendada', 'Comprar ou vender?', 'Eletrobras', 'Empresas', 'Iguatemi', 'Iochpe Maxion', 'Itaú Unibanco', 'Ômega Energia Renovável', 'Petrobras', 'Rumo', 'Suzano', 'Vale']",https://www.moneytimes.com.br/agora-inclui-duas-novas-acoes-em-carteira-recomendada-para-janeiro/,15:17:00,0
petrobras mostra esforco crescente atender criterios esg,"['Ações', 'Combustíveis', 'Comprar ou vender?', 'Empresas', 'ESG', 'Guide Investimentos', 'Lava Jato', 'MPF', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-mostra-esforco-crescente-para-atender-criterios-esg/,16:49:00,0
petrobras condenada eua indenizar iesa oleo gas,"['Ações', 'Commodities', 'Empresas', 'Gás', 'Justiça', 'Mercados', 'Nova York', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-e-condenada-nos-eua-a-indenizar-a-iesa-oleo-e-gas/,10:19:00,1
producao petroleo brasil recua <NUM> mes novembro aponta anp,"['ANP', 'Brasil', 'Combustíveis', 'Gás', 'Petrobras', 'Petróleo', 'Reuters', 'Shell']",https://www.moneytimes.com.br/producao-de-petroleo-no-brasil-recua-pelo-3o-mes-em-novembro-aponta-anp/,13:31:00,1
desrespeito isolamento sustenta forca etanol fabrica petroleo virou negativo,"['Agronegócio', 'Etanol', 'Gasolina', 'Petrobras']",https://www.moneytimes.com.br/desrespeito-ao-isolamento-sustenta-forca-do-etanol-na-fabrica-petroleo-virou-para-negativo/,12:50:00,1
apostando retomada mirae faz quatro trocas carteira acoes mensal,"['Ações', 'Banco do Brasil', 'Bradesco', 'Carteira Recomendada', 'Comprar ou vender?', 'Corretoras', 'Cosan', 'Duratex', 'Gerdau', 'Iochpe Maxion', 'Klabin', 'Magazine Luiza', 'Mirae Asset', 'Petrobras', 'Randon', 'Romi', 'Usiminas', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/apostando-na-retomada-mirae-faz-quatro-trocas-em-sua-carteira-de-acoes-mensal/,12:25:00,1
rumo substitui klabin carteira semanal mirae desconto acao,"['Ações', 'Carteira Recomendada', 'Comprar ou vender?', 'Corretoras', 'Gerdau', 'Klabin', 'Magazine Luiza', 'Mirae Asset', 'Petrobras', 'Randon', 'Rumo', 'Transportes', 'Usiminas', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/rumo-substitui-klabin-em-carteira-semanal-da-mirae-pelo-desconto-na-acao/,11:01:00,1
apos renovar recorde ibovespa segue wall street fecha <NUM> pregao ano queda,"['Azul', 'BR Malls', 'Bradesco', 'CSN', 'Embraer', 'Gerdau', 'Gol', 'Ibovespa', 'Iguatemi', 'Itaú Unibanco', 'Mercados', 'Multiplan', 'Nova York', 'Petrobras', 'PetroRio', 'Reuters', 'Usiminas', 'Vale']",https://www.moneytimes.com.br/apos-renovar-recorde-ibovespa-segue-wall-st-e-fecha-1o-pregao-do-ano-em-queda/,18:10:00,1
btg faz <NUM> alteracoes carteira recomendada acoes janeiro confira mudancas,"['Ações', 'Aliansce', 'B3', 'BTG Pactual', 'Carteira Recomendada', 'Comprar ou vender?', 'Cyrela', 'Empresas', 'Gerdau', 'Itaú Unibanco', 'Oi', 'Petrobras', 'Suzano', 'Totvs', 'Vale']",https://www.moneytimes.com.br/btg-faz-3-alteracoes-na-carteira-recomendada-de-acoes-de-janeiro-confira-as-mudancas/,17:17:00,1
em carteira recomendada nova futura indica duas novas acoes janeiro,"['Ações', 'Ambev', 'B3', 'Banco do Brasil', 'BB Seguridade', 'Bradesco', 'Carteira Recomendada', 'Comprar ou vender?', 'Cosan', 'Cyrela', 'Dividendos', 'Empresas', 'Gerdau', 'Nova Futura', 'Petrobras', 'Transmissão Paulista', 'Vale', 'Via Varejo', 'Vivo']",https://www.moneytimes.com.br/em-carteira-recomendada-nova-futura-indica-duas-novas-acoes-para-janeiro/,11:56:00,1
